Asset_1_Weight,Asset_2_Weight,Asset_3_Weight,Asset_4_Weight,Asset_5_Weight,Asset_6_Weight,Asset_7_Weight,Asset_8_Weight,Asset_9_Weight,Asset_10_Weight,Asset_11_Weight,Asset_12_Weight,Asset_13_Weight,Asset_14_Weight,Asset_15_Weight,Asset_16_Weight,Asset_17_Weight,Asset_18_Weight,Asset_19_Weight,Asset_20_Weight,Asset_21_Weight,Asset_22_Weight,Asset_23_Weight,Asset_24_Weight,Asset_25_Weight,Asset_26_Weight,Asset_27_Weight,Asset_28_Weight,Asset_29_Weight,Day
-0.059955128,-0.13566366,-0.05974709,-0.08623928,0.28463542,-0.09979832,0.07249342,0.16725823,-0.13941647,-0.058558747,0.07848557,-0.012982267,0.1178503,0.07993864,0.109005086,0.41159952,0.051480945,-0.11738497,-0.020133121,-0.021975275,0.077529915,0.4390062,0.042681005,-0.088885665,0.019672161,-0.1890445,0.15645915,0.0662874,-0.084598474,20
-0.033409957,-0.16353993,-0.037024762,-0.13283093,0.24403246,-0.015002641,0.21127294,0.28452536,-0.18064058,-0.0072211507,-0.14291063,0.042567052,0.015842527,-0.043102045,0.03378295,0.32457462,0.048156656,0.017867284,-0.024950838,-0.012436823,0.19192941,0.3150883,0.029814823,0.06944201,-0.04295466,-0.16502652,0.11166003,0.054209106,0.0062859408,21
-0.044012435,-0.1637314,-0.011841793,-0.10761027,0.28715616,0.009520015,0.18155399,0.23398845,-0.21748535,-0.0076322327,-0.09836188,0.028104391,-0.053537726,-0.065446466,0.0033251867,0.36797088,0.051311716,0.052681256,-0.041006546,-0.0020985536,0.18137568,0.3207705,0.033091985,0.101809435,-0.06029477,-0.14855371,0.10829845,0.024818486,0.035836555,22
0.019005999,-0.15733497,-0.026519004,-0.11142956,0.27776065,0.0025663879,0.18004721,0.25440043,-0.19022092,-0.032145634,-0.12597096,0.067314714,-0.09359417,0.004757915,0.015128485,0.31343147,0.02711581,0.047931742,0.009965804,-0.06737601,0.28420827,0.27207354,0.013867066,0.038215715,-0.05581644,-0.13838702,0.12682357,-0.007963469,0.052143313,23
0.00033177415,-0.18701778,-0.031610258,-0.13858962,0.28020403,0.061297685,0.21598677,0.21184213,-0.11887978,-0.03295019,-0.10905818,-0.01909495,-0.04664415,0.010863724,-0.048680816,0.34038678,0.02391684,0.110052206,-0.039982677,-0.0646553,0.3020687,0.15100154,0.14116523,0.064784385,-0.10719427,-0.048835695,0.08486313,-0.12351405,0.11794279,24
-0.036609568,-0.18773974,-0.07579875,-0.11097202,0.30462864,0.15107782,0.18538469,0.20702644,-0.07608647,-0.09409567,-0.016070385,-0.006436576,-0.034762137,-0.06832655,-0.1184233,0.337933,-0.0012952113,0.15400769,0.022674344,-0.06801201,0.23684792,0.15742429,0.1054303,0.07828959,-0.1376418,-0.0009814765,0.10334792,-0.15345035,0.14262937,25
-0.0128607685,-0.20557907,-0.10738123,-0.123385236,0.27271813,0.07993802,0.18009436,0.2622431,-0.07238458,-0.07482484,-0.047642995,-0.0006785834,-0.035984877,-0.11087114,-0.14081669,0.24254379,0.07196927,0.2026919,-0.023464631,-0.09141843,0.28371865,0.11320132,0.11355282,-0.008738748,0.013016691,-0.010822882,0.10994244,-0.06903797,0.19026221,26
-0.010459988,-0.19799195,-0.12417184,-0.15077868,0.2959479,0.1551701,0.15474114,0.2653096,-0.088764444,-0.016461177,-0.11313498,0.05064127,-0.0284148,-0.01298388,-0.20294282,0.18510056,-0.0006799509,0.2125223,0.084476635,-0.03301178,0.2915327,0.1864657,0.089747824,-0.103775434,-0.015278295,-0.018012833,0.06336901,-0.12233504,0.20417316,27
-0.05254045,-0.15879907,-0.1165186,-0.09421493,0.33177716,0.20733662,0.11161556,0.24946074,-0.1883997,-0.028627953,-0.13480856,0.022901306,-0.021160256,0.03580131,-0.20980032,0.119376786,0.030231182,0.2523638,0.031507865,0.013851243,0.27164903,0.19876747,0.12254244,-0.15808704,0.103424035,-0.13782042,0.10459877,-0.14719437,0.24076638,28
-0.054766793,-0.14872621,-0.09319696,-0.10102416,0.29832232,0.20026192,0.1317993,0.26017442,-0.1616434,-0.020474518,-0.09867593,0.014480611,-0.023771325,0.07923837,-0.18348634,0.09083028,0.028042322,0.26517767,-0.05524265,0.020606041,0.251727,0.22472425,0.08557926,-0.14818035,0.10974046,-0.12795183,0.121175274,-0.22140108,0.25666204,29
-0.047881387,-0.14558576,-0.10882228,-0.09307098,0.27831453,0.23614457,0.118988246,0.26494157,-0.14568023,-0.05998953,-0.069421455,-0.012705774,-0.004438062,0.07306625,-0.19951268,0.105177335,0.009295759,0.29391018,-0.06897798,0.061366234,0.23187953,0.20297508,0.08987598,-0.15276107,0.097583294,-0.16775537,0.106901996,-0.16491027,0.27109224,30
0.17018555,-0.14804497,-0.1657022,-0.056942597,0.22854191,0.23340777,0.033825163,0.17437269,-0.08431982,-0.014187316,-0.11939134,0.10005079,-0.06607119,0.13625814,-0.23511389,0.09826829,0.02756895,0.3321227,0.07935589,-0.037566356,0.109471135,0.065679945,0.021891885,-0.18375646,0.09745007,-0.10568106,0.12135185,-0.12066632,0.30764076,31
0.11990274,-0.078406274,-0.23043922,-0.10063275,0.19776289,0.3342561,0.18434604,0.19202954,-0.08902527,0.064643554,-0.057237256,0.027872464,-0.09395661,0.160481,-0.2009426,-0.04960722,-0.019113759,0.4137305,-0.060582932,0.08131844,0.10729057,0.0337054,-0.028392442,-0.14594407,-0.029555304,-0.112153865,0.11159317,-0.104329444,0.3713866,32
0.1095608,-0.04187463,-0.20218009,-0.11023168,0.2715368,0.36554912,0.15382479,0.12078349,-0.11501502,0.025878372,-0.042382598,0.06063316,-0.054902114,0.11329753,-0.2736979,-0.044022024,0.04017827,0.40051684,-0.087448105,-0.05184104,0.12989897,0.21003985,-0.015761156,-0.19351564,-0.011200187,-0.15511632,0.04061492,0.0137393745,0.34313622,33
0.18038496,-0.055788305,-0.21182984,-0.11198996,0.16963738,0.33187872,0.167944,0.12792219,-0.102705866,0.033484545,-0.0411653,0.07820751,-0.066242754,0.12336263,-0.24478956,-0.026618645,0.01732671,0.4021986,-0.088381164,-0.03202244,0.14044447,0.15347226,-0.0103003085,-0.19529949,-0.032511692,-0.12019769,0.0751378,-0.015434282,0.3538755,34
0.11757533,-0.052237634,-0.17681107,-0.10145339,0.2677621,0.34344092,0.16304454,0.10189161,-0.098153606,-0.03259887,-0.051873922,0.055560626,-0.046740945,0.14296801,-0.20902853,-0.027848778,0.01666234,0.3676861,-0.08533343,-0.024215596,0.14126407,0.12073699,-0.01397767,-0.20629856,-0.0033828765,-0.11545291,0.07222025,0.009748484,0.32484642,35
